iso3,year,gdp_per_capita
PSS,2003,1999.39245403568
PST,2003,29520.5258687973
PYF,2003,19582.8936395312
QAT,2003,31602.470865136
ROU,2003,2679.40626016154
RUS,2003,2975.123046875
RWA,2003,249.012274982252
SAS,2003,543.216178349282
SAU,2003,11487.220410693
SDN,2003,580.320251464844
SEN,2003,817.888034221442
SGP,2003,23730.3840054566
SLB,2003,895.989272661716
SLE,2003,413.817666037168
SLV,2003,2207.83089518069
SMR,2003,52529.9093701059
SOM,2003,286.273025198975
SRB,2003,3153.9011312754
SSA,2003,761.062605963884
SSF,2003,761.999255064834
SST,2003,6258.34292101379
STP,2003,663.696211810494
SUR,2003,2516.10404020956
SVK,2003,8675.39633696465
SVN,2003,14711.674874253
SWE,2003,37292.4214343004
SWZ,2003,2060.18418135789
SYC,2003,9070.28460757013
SYR,2003,1220.179077256
TCA,2003,18859.1890274773
TCD,2003,289.087621122168
TEA,2003,1253.30203271346
TEC,2003,2877.40065787295
TGO,2003,538.16537776929
THA,2003,2347.54001286066
TJK,2003,233.58124845289
TKM,2003,1228.94870289404
TLA,2003,3728.6712642465
TLS,2003,534.901153697657
TMN,2003,1672.33598110716
TON,2003,1936.0412369244
TSA,2003,543.216178349282
TSS,2003,761.999255064834
TTO,2003,8445.04653518298
TUN,2003,2725.8643148859
TUR,2003,4637.88218501529
TUV,2003,2006.84249941442
TZA,2003,422.18359375
UGA,2003,250.71543664681
UKR,2003,1076.48156738281
UMC,2003,2016.51743131378
URY,2003,3671.12329256883
USA,2003,39490.3023903176
UZB,2003,394.164028897235
VCT,2003,4499.61454193342
VEN,2003,3229.50557082079
VIR,2003,31731.2566241187
VNM,2003,497.117089249256
VUT,2003,1566.51396790858
WLD,2003,6112.91840109124
WSM,2003,1798.12429714048
YEM,2003,548.905883049973
ZAF,2003,4062.21755993786
ZMB,2003,446.290104839041
ZWE,2003,468.234185771582
ABW,2004,23700.6319899197
AFE,2004,981.744630526503
AFG,2004,221.763653873013
AFW,2004,834.86129094692
AGO,2004,1266.21086410236
ALB,2004,2373.58129170055
AND,2004,39021.1278101878
ARB,2004,3133.73687664723
ARE,2004,33376.7152295209
ARG,2004,4242.02099089422
ARM,2004,1130.08791444158
ASM,2004,8958.42866697173
ATG,2004,13036.0075900543
AUS,2004,30836.7306824685
AUT,2004,36614.2506533707
AZE,2004,1045.0136328106
BDI,2004,125.194965184533
BEL,2004,35429.4077933344
BEN,2004,758.695803786371
BFA,2004,403.81283743461
BGD,2004,455.614016909798
BGR,2004,3389.68743360274
BHR,2004,15963.9493171617
BHS,2004,26650.2934234303
BIH,2004,2452.68616839392
BLR,2004,2378.33700470129
BLZ,2004,5156.09817143194
BMU,2004,71692.1589001679
BOL,2004,953.191893246277
BRA,2004,3663.823188064
BRB,2004,12886.3665272467
BRN,2004,24423.0947731021
BTN,2004,1130.35934606796
BWA,2004,4956.69287735214
CAF,2004,303.461321152782
CAN,2004,32145.5412620217
CEB,2004,7181.26214567993
CHE,2004,54659.4571488233
CHI,2004,56259.5344226334
CHL,2004,6120.59152052304
CHN,2004,1508.66791560781
CIV,2004,1199.82524528546
CMR,2004,1133.39326749673
COD,2004,180.664764963633
COG,2004,1306.10136324599
COL,2004,2818.57195413044
COM,2004,1091.27216412426
CPV,2004,1929.49081468781
CRI,2004,4431.0117207843
CSS,2004,7417.59119516605
CUB,2004,3399.21962893402
CUW,2004,16671.3403391655
CYP,2004,23792.619140625
CZE,2004,11782.5546676117
DEU,2004,34566.7359143735
DJI,2004,806.261652944964
DMA,2004,5348.94900144212
DNK,2004,46625.050098011
DOM,2004,2451.69161616569
DZA,2004,2816.99384960555
EAP,2004,1424.59971112587
EAR,2004,1562.59429997932
EAS,2004,4606.36838279497
ECA,2004,2876.76837934408
ECS,2004,18105.8152622032
ECU,2004,2586.20914663347
EGY,2004,991.255689145253
EMU,2004,30816.5401524146
ERI,2004,426.840947887032
ESP,2004,24925.0267844576
EST,2004,8916.0728274602
ETH,2004,133.169812538096
EUU,2004,26377.6033756932
FCS,2004,870.427134576013
FIN,2004,37768.1334202029
FJI,2004,3097.19096651759
FRA,2004,33644.9282220364
FRO,2004,35647.5440400531
FSM,2004,2146.40160821979
GAB,2004,5465.79193590708
GBR,2004,40366.8886650968
GEO,2004,1305.04748557208
GHA,2004,406.132105329565
GIN,2004,584.897740538081
GMB,2004,593.285346326581
GNB,2004,431.376557669634
GNQ,2004,4901.30127408119
GRC,2004,21449.2552764245
GRD,2004,5480.26117644588
GRL,2004,32023.6820516137
GTM,2004,1840.91184884
GUM,2004,23618.8266894573
GUY,2004,1033.31030902188
HIC,2004,28502.739036532
HKG,2004,24928.1003722551
HND,2004,1215.13995412761
HPC,2004,460.446469436065
HRV,2004,9718.97322801967
HTI,2004,683.185298155273
HUN,2004,10301.7033946743
IBD,2004,1939.12360831921
IBT,2004,1626.72085949787
IDA,2004,584.209055074261
IDB,2004,820.145899878185
IDN,2004,1126.84004447173
IDX,2004,466.406333288671
IMN,2004,35564.6023910146
IND,2004,624.258826510066
IRL,2004,47754.2023194244
IRN,2004,2672.42266512669
IRQ,2004,1328.37157628292
ISL,2004,47334.9306537723
ISR,2004,20546.2291718399
ITA,2004,31425.8208728669
JAM,2004,3807.56293124552
JOR,2004,1940.08641342805
JPN,2004,38298.9801712303
KAZ,2004,2722.47407755402
KEN,2004,463.662781300121
KGZ,2004,433.233915720699
KHM,2004,444.199067529081
KIR,2004,1083.26858963731
KNA,2004,10944.6183741768
KOR,2004,16496.1316167114
KWT,2004,27552.2827399787
LAC,2004,4151.88036848965
LAO,2004,409.296298284117
LBN,2004,4600.68371412993
LBR,2004,284.140223992458
LBY,2004,5773.76333234281
LCA,2004,6494.60034867886
LCN,2004,4385.8228776811
LDC,2004,413.928889618364
LIC,2004,384.208003278207
LIE,2004,100280.831356705
LKA,2004,1028.62068132555
LMC,2004,719.260394131015
LMY,2004,1466.6203016094
LSO,2004,766.685820928242
LTE,2004,2440.0621053477
LTU,2004,6734.57487061946
LUX,2004,76544.9170868473
LVA,2004,6109.73265186817
MAC,2004,23407.1993692194
MAR,2004,2183.55541992188
MCO,2004,125160.228087598
MDA,2004,897.178494749468
MDG,2004,272.20074858856
MDV,2004,4070.2609459446
MEA,2004,3697.37167350412
MEX,2004,7849.66759649565
MHL,2004,2566.08291015814
MIC,2004,1566.72610202175
MKD,2004,2818.5814561242
MLI,2004,416.278344366266
MLT,2004,15212.1267402818
MMR,2004,224.508811413327
MNA,2004,1938.07729335777
MNE,2004,3380.16512135859
MNG,2004,794.154552001815
MNP,2004,18924.5831899653
MOZ,2004,400.056973161545
MRT,2004,823.554457141893
MUS,2004,5460.60800184198
MWI,2004,404.674248445428
MYS,2004,4939.24851854427
NAC,2004,40788.4830356565
NAM,2004,3403.15496192955
NCL,2004,24475.6488547037
NER,2004,283.468281798296
NGA,2004,962.48104194733
NIC,2004,1098.62118662335
NLD,2004,40611.3414353091
NOR,2004,57768.6980958462
NPL,2004,279.587750044428
NRU,2004,3040.51349889
NZL,2004,25420.234882944
OED,2004,28793.3649320856
OMN,2004,11800.8507411171
OSS,2004,8042.06114868207
PAK,2004,771.902247348954
PAN,2004,4644.56582353041
PER,2004,2397.25147277714
PHL,2004,1099.63013023758
PLW,2004,8395.13622603431
PNG,2004,620.596147680561
POL,2004,6711.72715262967
PRE,2004,663.796143031797
PRI,2004,20988.9923326534
PRT,2004,18064.1580932987
PRY,2004,1786.21533938543
PSE,2004,1422.19088643544
PSS,2004,2272.93160533629
PST,2004,32637.935974592
PYF,2004,21764.2203208782
QAT,2004,41035.5008380177
ROU,2004,3494.99056448955
RUS,2004,4102.36474609375
RWA,2004,269.540446333402
SAS,2004,619.149505971424
SAU,2004,13154.4978989446
SDN,2004,705.113342285156
SEN,2004,918.102079522155
SGP,2004,27608.080013423
SLB,2004,986.081904026618
SLE,2004,417.750034826993
SLV,2004,2285.68907438892
SMR,2004,58232.0176184948
SOM,2004,375.410326225387
SRB,2004,3597.08798057009
SSA,2004,919.622806859917
SSF,2004,920.705390675994
SST,2004,7165.83677706502
STP,2004,726.560882130444
SUR,2004,2887.7721728844
SVK,2004,10650.1290097126
SVN,2004,17103.8297783905
SWE,2004,42758.2015503417
SWZ,2004,2581.24172793045
SYC,2004,10827.671636033
SYR,2004,1368.1148230028
TCA,2004,21246.00980049
TCD,2004,445.850767157087
TEA,2004,1441.45426844398
TEC,2004,3719.98615448538
TGO,2004,560.266308533382
THA,2004,2641.56268717857
TJK,2004,305.745158587502
TKM,2004,1379.23009682692
TLA,2004,4252.78397234292
TLS,2004,474.420767344689
TMN,2004,1943.50669070306
TON,2004,2195.44874051102
TSA,2004,619.149505971424
TSS,2004,920.705390675995
TTO,2004,9871.03419820086
TUN,2004,3067.41936376975
TUR,2004,5960.77898909049
TUV,2004,2322.56265072892
TZA,2004,450.385284423828
UGA,2004,292.38185796262
UKR,2004,1401.01806640625
UMC,2004,2357.91629918772
URY,2004,4168.66065438387
USA,2004,41724.6411982614
UZB,2004,462.171492867885
VCT,2004,4873.48947742443
VEN,2004,4269.08970872392
VIR,2004,35006.3614404514
VNM,2004,565.452284586212
VUT,2004,1774.31867585894
WLD,2004,6800.19029919363
WSM,2004,2189.26042607992
YEM,2004,627.632023395762
ZAF,2004,5221.46333731721
ZMB,2004,548.685974566277
ZWE,2004,469.484653598898
ABW,2005,24171.8371325422
AFE,2005,1115.71395556649
AFG,2005,254.184249149336
AFW,2005,989.699738831975
AGO,2005,1916.46842218625
ALB,2005,2673.78781583529
AND,2005,40829.801876968
ARB,2005,3750.50855449002
ARE,2005,38719.3138307623
ARG,2005,5067.65342293276
ARM,2005,1557.48458908655
ASM,2005,8831.26975996609
ATG,2005,14366.2912765172
AUS,2005,34479.7679298388
AUT,2005,38157.37022862
AZE,2005,1578.36733030667
BDI,2005,147.234619294225
BEL,2005,36809.7013403619
BEN,2005,779.437777753268
BFA,2005,441.164148016012
BGD,2005,480.08585075452
BGR,2005,3899.82596332878
BHR,2005,17966.1657837625
BHS,2005,28602.4181869995
BIH,2005,2739.61076866057
BLR,2005,3126.07176665248
BLZ,2005,5272.74417207961
BMU,2005,77628.103522508
BOL,2005,1020.12326200737
BRA,2005,4827.78173052472
BRB,2005,14214.4202213572
BRN,2005,29386.2703597208
BTN,2005,1299.94938578359
BWA,2005,5391.07076619634
CAF,2005,311.950023138687
CAN,2005,36383.6600068095
CEB,2005,8353.57200087818
CHE,2005,56242.8933645639
CHI,2005,57647.1188908006
CHL,2005,7480.3233099645
CHN,2005,1753.41419160544
CIV,2005,1197.74616979415
CMR,2005,1142.62466252106
COD,2005,203.561668860749
COG,2005,1799.05158366154
COL,2005,3456.06610874512
COM,2005,1103.20658498402
CPV,2005,2004.14680417563
CRI,2005,4703.00721784778
CSS,2005,8063.66051325437
CUB,2005,3786.33799225291
CUW,2005,17032.3356620744
CYP,2005,24959.26171875
CZE,2005,13442.4916284309
DEU,2005,35084.4363546269
DJI,2005,844.4483573908
DMA,2005,5299.49596350504
DNK,2005,48925.8076698784
DOM,2005,3878.31206735244
DZA,2005,3233.13339634212
EAP,2005,1637.02409948695
EAR,2005,1787.409549471
EAS,2005,4878.31107550326
ECA,2005,3566.86899633867
ECS,2005,19219.8862771614
ECU,2005,2909.02606014388
EGY,2005,1104.80340733395
EMU,2005,31800.4430333572
ERI,2005,412.753079199423
ESP,2005,26450.9530130382
EST,2005,10414.6381183565
ETH,2005,158.243458082465
EUU,2005,27444.1812267616
FCS,2005,1074.74988871637
FIN,2005,39049.8703780223
FJI,2005,3377.69126953493
FRA,2005,34696.3718316971
FRO,2005,36389.081644098
FSM,2005,2246.45370337127
GAB,2005,6547.87613955186
GBR,2005,42104.7884375024
GEO,2005,1642.78359414797
GHA,2005,478.611909191028
GIN,2005,463.17768685098
GMB,2005,616.483657865348
GNB,2005,463.073962650452
GNQ,2005,8673.9026086535
GRC,2005,22054.1315756886
GRD,2005,6338.56011405358
GRL,2005,32489.7277309899
GTM,2005,2046.46611650758
GUM,2005,25631.9776108052
GUY,2005,1084.06541388904
HIC,2005,30103.6580732481
HKG,2005,26649.637724155
HND,2005,1304.70039153826
HPC,2005,512.742651464538
HRV,2005,10443.5278353294
HTI,2005,775.845704056916
HUN,2005,11223.3993032598
IBD,2005,2291.4754476584
IBT,2005,1912.04792898155
IDA,2005,661.786366802496
IDB,2005,946.794253935796
IDN,2005,1238.21447629488
IDX,2005,518.933138909895
IMN,2005,38135.8597885858
IND,2005,710.488080408949
IRL,2005,50933.0216095589
IRN,2005,3132.05081925856
IRQ,2005,1762.39360423421
ISL,2005,56794.8501588953
ISR,2005,21226.7213913393
ITA,2005,32171.793374715
JAM,2005,4184.43974867497
JOR,2005,2087.87079273635
JPN,2005,37812.8950199948
KAZ,2005,3577.35804001782
KEN,2005,523.456312433863
KGZ,2005,476.548239793618
KHM,2005,525.797325120926
KIR,2005,1161.78372745312
KNA,2005,11783.7867154145
KOR,2005,19402.5026259549
KWT,2005,36122.6142741227
LAC,2005,4958.19476759044
LAO,2005,466.061506997741
LBN,2005,4602.19804637945
LBR,2005,287.487333441381
LBY,2005,8079.24957329001
LCA,2005,6863.43641919345
LCN,2005,5229.8239926535
LDC,2005,476.414723125529
LIC,2005,445.817806425398
LIE,2005,105295.057027611
LKA,2005,1207.21994764165
LMC,2005,813.930174048513
LMY,2005,1707.02059798912
LSO,2005,861.381496414995
LTE,2005,2924.78065020395
LTU,2005,7857.03148786492
LUX,2005,80988.1376230858
LVA,2005,7283.78738127622
MAC,2005,25681.2167315221
MAR,2005,2242.98828125
MCO,2005,130538.742587117
MDA,2005,1034.39197746993
MDG,2005,305.812074924388
MDV,2005,3796.51546524644
MEA,2005,4335.68487753999
MEX,2005,8671.75891885163
MHL,2005,2658.65217893885
MIC,2005,1825.52911737642
MKD,2005,3120.98401394233
MLI,2005,461.457920288884
MLT,2005,15831.3440511034
MMR,2005,252.685193060728
MNA,2005,2223.35002565662
MNE,2005,3674.6179242797
MNG,2005,994.90010913241
MNP,2005,17015.7487891715
MOZ,2005,436.773856167384
MRT,2005,998.96583416747
MUS,2005,5354.02974260642
MWI,2005,414.361121984475
MYS,2005,5555.58179951206
NAC,2005,43368.5717044575
NAM,2005,3685.77299991587
NCL,2005,25528.2918353444
NER,2005,318.643121918273
NGA,2005,1211.37703504386
NIC,2005,1183.30217305152
NLD,2005,42165.396168388
NOR,2005,67047.1704558264
NPL,2005,309.024168339372
NRU,2005,2992.40382776926
NZL,2005,27751.0654708859
OED,2005,30239.7438405322
OMN,2005,14434.8577924647
OSS,2005,8975.37397552563
PAK,2005,827.619861189926
PAN,2005,5017.7410922824
PER,2005,2706.66947297608
PHL,2005,1220.46018559867
PLW,2005,9639.65891316414
PNG,2005,744.486489977433
POL,2005,8043.92332253757
PRE,2005,802.800968402786
PRI,2005,21959.322696986
PRT,2005,18780.12751241
PRY,2005,1970.87169852378
PSE,2005,1543.70141392774
PSS,2005,2494.43644460592
PST,2005,34181.5023075417
PYF,2005,21984.1936230719
QAT,2005,53949.6764091147
ROU,2005,4618.00350802913
RUS,2005,5323.455078125
RWA,2005,324.016863847189
SAS,2005,695.545787626643
SAU,2005,15975.7473782258
SDN,2005,905.543640136719
SEN,2005,979.846101520171
SGP,2005,29961.3172812732
SLB,2005,1144.45758513252
SLE,2005,462.633324427945
SLV,2005,2447.39140845394
SMR,2005,59877.8005839737
SOM,2005,439.979907805478
SRB,2005,3807.97417321786
SSA,2005,1061.93915245773
SSF,2005,1063.08564448322
SST,2005,7958.07276035478
STP,2005,844.169181884274
SUR,2005,3453.42865937765
SVK,2005,11641.5410321763
SVN,2005,17969.7095907161
SWE,2005,43378.6152117149
SWZ,2005,2945.36394872311
SYC,2005,11802.1118276833
SYR,2005,1533.90166536568
TCA,2005,24122.3028180757
TCD,2005,643.807929251964
TEA,2005,1656.34064911147
TEC,2005,4655.78176687215
TGO,2005,551.259850017077
THA,2005,2867.70383436062
TJK,2005,333.927150941684
TKM,2005,1604.01618452312
TLA,2005,5103.92113996547
TLS,2005,487.464555404292
TMN,2005,2230.53554382217
TON,2005,2477.72640915188
TSA,2005,695.545787626643
TSS,2005,1063.08564448322
TTO,2005,12346.4373094075
TUN,2005,3146.8260743927
TUR,2005,7303.01388860245
TUV,2005,2304.82694329052
TZA,2005,483.334869384766
UGA,2005,330.405402707025
UKR,2005,1875.33508300781
UMC,2005,2778.81670594858
URY,2005,5284.25677987129
USA,2005,44123.3996470026
UZB,2005,542.835808692209
VCT,2005,5157.39373878102
VEN,2005,5432.4854184654
VIR,2005,40828.7460927775
VNM,2005,710.746759994861
VUT,2005,1873.99142640619
WLD,2005,7271.02662558709
WSM,2005,2550.04221437511
YEM,2005,734.159908450927
ZAF,2005,5836.87663325127
ZMB,2005,710.982068171696
ZWE,2005,461.0282813252
ABW,2006,24845.65848362
AFE,2006,1220.0024682059
AFG,2006,274.218553561575
AFW,2006,1222.55049775568
AGO,2006,2617.05196022633
ALB,2006,2972.74362094736
AND,2006,43467.2109930745
ARB,2006,4355.08762186879
ARE,2006,44342.6048322482
ARG,2006,5869.38028970204
ARM,2006,2041.65267068997
ASM,2006,8745.16621137404
ATG,2006,16172.2513541282
AUS,2006,36595.7071548423
AUT,2006,40382.2078298575
AZE,2006,2472.95725732287
BDI,2006,161.892755640319
BEL,2006,38705.1067959147
BEN,2006,809.147072506221
BFA,2006,455.513655620024
BGD,2006,490.388026533289
BGR,2006,4523.1465578805
BHR,2006,19267.282615072
BHS,2006,29184.7865087908
BIH,2006,3166.12865344833
BLR,2006,3848.22350300163
BLZ,2006,5527.16775856439
BMU,2006,97781.4558996721
BOL,2006,1202.71150446327
BRA,2006,5934.1447107274
BRB,2006,15619.6005955511
BRN,2006,34674.7995990594
BTN,2006,1405.6071618158
BWA,2006,5291.58379144849
CAF,2006,333.942519903031
CAN,2006,40504.0370977806
CEB,2006,9467.80237635982
CHE,2006,59011.0324592016
CHI,2006,62745.1006593557
CHL,2006,9318.65655299547
CHN,2006,2099.2194300499
CIV,2006,1230.43056838584
CMR,2006,1191.45458990968
COD,2006,238.417639415512
COG,2006,2103.5821381211
COL,2006,3789.85361217027
COM,2006,1154.90422349749
CPV,2006,2256.99666191075
CRI,2006,5256.59640859159
CSS,2006,9344.43164221982
CUB,2006,4329.98265964383
CUW,2006,17400.1637780186
CYM,2006,87085.0937376216
CYP,2006,26729.28125
CZE,2006,15259.0788162004
DEU,2006,36980.3349948954
DJI,2006,898.464628136774
DMA,2006,5671.77065738238
DNK,2006,52119.1787984282
DOM,2006,4055.14270347371
DZA,2006,3660.66104745322
EAP,2006,1956.03345351952
EAR,2006,2010.14276000475
EAS,2006,5131.87299138217
ECA,2006,4129.79367047738
ECS,2006,20756.9726239461
ECU,2006,3243.67010359339
EGY,2006,1298.97900203124
EMU,2006,33671.9314013325
ERI,2006,447.997404727201
ESP,2006,28421.686527407
EST,2006,12641.4800976473
ETH,2006,189.345737521418
EUU,2006,29217.9538526123
FCS,2006,1314.21280234474
FIN,2006,41214.0187765069
FJI,2006,3455.10599907349
FRA,2006,36431.5658906555
FRO,2006,41743.6812847661
FSM,2006,2289.75155559971
GAB,2006,6847.00985685394
GBR,2006,44512.4590296865
GEO,2006,1996.02013272284
GHA,2006,906.441027564887
GIN,2006,446.980554135348
GMB,2006,614.544307904464
GNB,2006,448.513075469701
GNQ,2006,10184.8841248541
GRC,2006,24416.0232970275
GRD,2006,6344.0383771432
GRL,2006,35458.2542977474
GTM,2006,2225.1234753878
GUM,2006,25709.9351488422
GUY,2006,3135.60553528326
HIC,2006,31763.2580538848
HKG,2006,28224.0951563146
HND,2006,1425.84780051892
HPC,2006,584.531742958073
HRV,2006,11502.753124287
HTI,2006,828.805700289589
HUN,2006,11489.5608654088
IBD,2006,2689.14728914202
IBT,2006,2238.11252029251
IDA,2006,771.750444184555
IDB,2006,1145.17379691669
IDN,2006,1558.31562847164
IDX,2006,583.703214008206
IMN,2006,42627.5089352891
IND,2006,801.668353659022
IRL,2006,54329.1618599624
IRN,2006,3618.9160136791
IRQ,2006,2276.55435744086
ISL,2006,57492.9342498703
ISR,2006,22502.0722209991
ITA,2006,33684.7200358552
JAM,2006,4417.00127135363
JOR,2006,2342.63459574933
JPN,2006,35991.546002862
KAZ,2006,5030.13494711519
KEN,2006,699.80237063381
KGZ,2006,543.113512472219
KHM,2006,612.252648550727
KIR,2006,1123.19268258743
KNA,2006,13837.8495311219
KOR,2006,21743.4774514254
KWT,2006,42946.6374104066
LAC,2006,5713.84017374526
LAO,2006,579.391947440719
LBN,2006,4635.2514117486
LBR,2006,320.55808618515
LBY,2006,10048.8480434289
LCA,2006,7611.17856675319
LCN,2006,6047.65689952018
LDC,2006,538.361298432206
LIC,2006,503.102893955903
LIE,2006,114167.939211301
LKA,2006,1389.50625583936
LMC,2006,936.479121752834
LMY,2006,1980.79743730656
LSO,2006,925.467485502842
LTE,2006,3506.87979791598
LTU,2006,9210.10118229413
LUX,2006,90788.8004876145
LVA,2006,9211.7374468148
MAC,2006,29813.7877167933
MAR,2006,2438.12646484375
MCO,2006,143083.461107202
MDA,2006,1183.02481442894
MDG,2006,324.146874882604
MDV,2006,5018.94335409159
MEA,2006,4977.18911142521
MEX,2006,9512.63575346699
MHL,2006,2754.26988767503
MIC,2006,2121.94174849257
MKD,2006,3440.4411057968
MLI,2006,493.628706470251
MLT,2006,16653.607176998
MMR,2006,303.495087119254
MNA,2006,2553.99417126231
MNE,2006,4425.67887307803
MNG,2006,1329.89179579053
MNP,2006,16314.5578590027
MOZ,2006,457.487647833183
MRT,2006,1300.60367988659
MUS,2006,5695.97525509869
MWI,2006,440.822149023873
MYS,2006,6158.40785533236
NAC,2006,45741.25142685
NAM,2006,4017.1834716928
NCL,2006,28193.2537573387
NER,2006,333.345078419447
NGA,2006,1599.53891556365
NIC,2006,1248.17675959909
NLD,2006,45123.5432406426
NOR,2006,74434.4996835671
NPL,2006,340.431796437968
NRU,2006,2910.14145794684
NZL,2006,26654.5932018985
OED,2006,31680.2149353876
OMN,2006,16930.8565071853
OSS,2006,9876.14166356476
PAK,2006,900.873564984808
PAN,2006,5528.76705469354
PER,2006,3129.55996496982
PHL,2006,1426.14649179546
PLW,2006,9885.14775685194
PNG,2006,1238.18282926706
POL,2006,9068.85528307627
PRE,2006,980.679604433525
PRI,2006,22935.9411586313
PRT,2006,19839.4540499032
PRY,2006,2439.43124694576
PSE,2006,1570.10439962728
PSS,2006,2589.16489945306
PST,2006,35777.5948241471
PYF,2006,22330.8676659055
QAT,2006,62582.4453138755
ROU,2006,5757.53127301178
RUS,2006,6920.19970703125
RWA,2006,356.995022901154
SAS,2006,776.407124569164
SAU,2006,17563.6145370639
SDN,2006,1132.474609375
SEN,2006,1017.20196747987
SGP,2006,33768.4528234651
SLB,2006,1255.62589099975
SLE,2006,517.913366011018
SLV,2006,2665.61807194853
SMR,2006,63270.7780755157
SOM,2006,457.996662206659
SRB,2006,4492.7136699046
SSA,2006,1218.8814661386
SSF,2006,1220.10724440216
SST,2006,8819.64066944102
STP,2006,861.970707697664
SUR,2006,5002.65798695759
SVK,2006,13167.8954730379
SVN,2006,19563.005059144
SWE,2006,46531.6001120572
SWZ,2006,3035.06156119205
SYC,2006,12782.9938926475
SYR,2006,1718.78347217338
TCA,2006,28734.2873064523
TCD,2006,693.854591777338
TEA,2006,1979.02205350002
TEC,2006,5626.52823420799
TGO,2006,552.50227125256
THA,2006,3331.32043511773
TJK,2006,401.018403316427
TKM,2006,1996.59310717308
TLA,2006,5926.83500661988
TLS,2006,464.667001844159
TMN,2006,2564.44639588737
TON,2006,2750.34758182988
TSA,2006,776.407124569164
TSS,2006,1220.10724440216
TTO,2006,14152.6607422113
TUN,2006,3322.56933570096
TUR,2006,7953.07848024969
TUV,2006,2396.26844307702
TZA,2006,475.746734619141
UGA,2006,346.518255310647
UKR,2006,2366.494140625
UMC,2006,3249.74093945995
URY,2006,6001.33294783172
USA,2006,46301.9876485519
UZB,2006,649.118167003925
VCT,2006,5744.8278621257
VEN,2006,6739.38065342219
VIR,2006,41377.1466009652
VNM,2006,807.756645117054
VUT,2006,2034.79289624351
WLD,2006,7780.40962387222
WSM,2006,2663.29135939532
YEM,2006,809.713127624703
ZAF,2006,6077.38293388876
ZMB,2006,1051.71714895686
ZWE,2006,430.809179322191
ABW,2007,26736.3089444046
AFE,2007,1362.31065076801
AFG,2007,376.223152003876
AFW,2007,1393.74848679569
AGO,2007,3141.0459797605
ALB,2007,3595.03829536404
AND,2007,48336.2283329823
ARB,2007,4940.70226511719
ARE,2007,45854.7325158162
ARG,2007,7185.25155147027
ARM,2007,2962.70234594569
ASM,2007,9231.37240924563
ATG,2007,18203.5151277783
AUS,2007,41051.6120652288
AUT,2007,46622.9622913635
AZE,2007,3851.33015175141
BDI,2007,166.162744906755
BEL,2007,44319.165448813
BEN,2007,912.338247188342
BFA,2007,514.684451177238
BGD,2007,537.955492792911
BGR,2007,5888.77685220636
BHR,2007,20908.4042548073
BHS,2007,30051.8489587756
BIH,2007,3931.48948737505
BLR,2007,4735.48107556066
BLZ,2007,5765.28199932455
BMU,2007,107395.651483891
BOL,2007,1354.54905949929
BRA,2007,7409.69130727951
BRB,2007,17235.4396434785
BRN,2007,36217.3291010089
BTN,2007,1850.41570433398
BWA,2007,5529.12574632532
CAF,2007,380.887048839475
CAN,2007,44660.0838892281
CEB,2007,11997.963219873
CHE,2007,64989.1553256031
CHI,2007,74139.97799443
CHL,2007,10346.4138184533
CHN,2007,2693.95873160283
CIV,2007,1367.53817722326
CMR,2007,1325.67248215933
COD,2007,267.88850879878
COG,2007,2206.47101863414
COL,2007,4769.926147194
COM,2007,1289.73631056361
CPV,2007,3324.57675212498
CRI,2007,6137.71199925542
CSS,2007,10042.3691021094
CUB,2007,4807.43888960684
CUW,2007,18005.7165850772
CYM,2007,89888.2618212462
CYP,2007,31244.87890625
CZE,2007,18452.6532812196
DEU,2007,42350.9217211489
DJI,2007,969.573220191902
DMA,2007,6120.44205374343
DNK,2007,58631.6566433635
DOM,2007,4649.64558875814
DZA,2007,4167.45169937531
EAP,2007,2453.50441863965
EAR,2007,2341.11989959369
EAS,2007,5691.5373348119
ECA,2007,5187.17828024455
ECS,2007,24183.3554159446
ECU,2007,3478.92488770671
EGY,2007,1547.74170735909
EMU,2007,38580.616203138
ERI,2007,480.44762365456
ESP,2007,32652.015594702
EST,2007,16745.4308011148
ETH,2007,237.146255996319
EUU,2007,33729.2735892255
FCS,2007,1573.22108284027
FIN,2007,48473.0240091455
FJI,2007,3762.74692789299
FRA,2007,41486.1907828787
FRO,2007,48348.7393711011
FSM,2007,2336.97852202403
GAB,2007,8003.54289696049
GBR,2007,50397.6854954706
GEO,2007,2635.36650276116
GHA,2007,1050.12461524926
GIN,2007,650.148575304385
GMB,2007,724.726407242432
GNB,2007,519.069789794741
GNQ,2007,12616.9532942011
GRC,2007,28440.7625328955
GRD,2007,6864.54816771858
GRL,2007,39780.9441368721
GTM,2007,2458.81573919384
GUM,2007,26605.4324214756
GUY,2007,3608.28685240188
HIC,2007,34720.6647830615
HKG,2007,30593.9511738646
HND,2007,1577.73789197407
HPC,2007,678.666466882937
HRV,2007,13757.605654192
HTI,2007,984.566983448521
HUN,2007,13940.9092761999
IBD,2007,3305.74868192042
IBT,2007,2730.00321260461
IDA,2007,883.635175670808
IDB,2007,1292.99815403321
IDN,2007,1823.21976255073
IDX,2007,677.073290378513
IMN,2007,55040.2437046236
IND,2007,1021.88707706826
IRL,2007,61396.417461176
IRN,2007,4687.99166265915
IRQ,2007,3128.99010329066
ISL,2007,69495.7267376825
ISR,2007,25635.926838502
ITA,2007,38031.9709472716
JAM,2007,4716.48612542727
